,Order ID,Product,Quantity Ordered,Price Each,Order Date1,Street,city,Address,Total_price
5194,181552,Macbook Pro Laptop,1.0,1700.0,04/01/19,740 1st St, Atlanta, GA 30301,1700.0
5195,181553,AA Batteries (4-pack),2.0,3.84,04/22/19,172 Ridge St, Boston, MA 02215,7.68
5196,181554,Lightning Charging Cable,1.0,14.95,04/14/19,458 Jefferson St, San Francisco, CA 94016,14.95
5197,181555,USB-C Charging Cable,1.0,11.95,04/07/19,677 River St, Portland, ME 04101,11.95
5198,181556,AA Batteries (4-pack),1.0,3.84,04/09/19,886 Jefferson St, Atlanta, GA 30301,3.84
5199,181557,Google Phone,1.0,600.0,04/26/19,427 West St, San Francisco, CA 94016,600.0
5200,181557,USB-C Charging Cable,1.0,11.95,04/26/19,427 West St, San Francisco, CA 94016,11.95
5201,181558,Apple Airpods Headphones,1.0,150.0,04/07/19,755 Elm St, Austin, TX 73301,150.0
5202,181559,AAA Batteries (4-pack),2.0,2.99,04/24/19,906 Willow St, San Francisco, CA 94016,5.98
5203,181560,ThinkPad Laptop,1.0,999.99,04/12/19,897 10th St, Los Angeles, CA 90001,999.99
5204,181561,AA Batteries (4-pack),1.0,3.84,04/01/19,387 Main St, Dallas, TX 75001,3.84
5205,181562,Bose SoundSport Headphones,1.0,99.99,04/24/19,519 Elm St, Atlanta, GA 30301,99.99
5206,181563,Macbook Pro Laptop,1.0,1700.0,04/04/19,218 Park St, New York City, NY 10001,1700.0
5207,181564,AA Batteries (4-pack),1.0,3.84,04/04/19,755 Wilson St, New York City, NY 10001,3.84
5208,181565,AAA Batteries (4-pack),2.0,2.99,04/21/19,683 11th St, San Francisco, CA 94016,5.98
5209,181566,Bose SoundSport Headphones,1.0,99.99,04/20/19,16 7th St, San Francisco, CA 94016,99.99
5210,181567,20in Monitor,1.0,109.99,04/06/19,997 Cherry St, Portland, OR 97035,109.99
5211,181568,Wired Headphones,1.0,11.99,04/17/19,20 Lake St, Dallas, TX 75001,11.99
5212,181569,Lightning Charging Cable,1.0,14.95,04/17/19,416 Lincoln St, Los Angeles, CA 90001,14.95
5213,181570,AAA Batteries (4-pack),1.0,2.99,04/10/19,179 Cherry St, San Francisco, CA 94016,2.99
5214,181571,27in FHD Monitor,1.0,149.99,04/13/19,889 North St, Boston, MA 02215,149.99
5215,181572,Bose SoundSport Headphones,1.0,99.99,04/06/19,548 13th St, New York City, NY 10001,99.99
5216,181573,AA Batteries (4-pack),1.0,3.84,04/10/19,849 Pine St, Portland, OR 97035,3.84
5217,181574,AAA Batteries (4-pack),2.0,2.99,04/17/19,961 Washington St, San Francisco, CA 94016,5.98
5218,181575,34in Ultrawide Monitor,1.0,379.99,04/26/19,915 Adams St, San Francisco, CA 94016,379.99
5219,181576,Apple Airpods Headphones,1.0,150.0,04/13/19,768 Park St, New York City, NY 10001,150.0
5220,181577,Lightning Charging Cable,1.0,14.95,04/21/19,494 Jefferson St, Atlanta, GA 30301,14.95
5221,181578,Wired Headphones,1.0,11.99,04/07/19,818 Ridge St, Los Angeles, CA 90001,11.99
5222,181579,Apple Airpods Headphones,1.0,150.0,04/05/19,933 Wilson St, Los Angeles, CA 90001,150.0
5223,181580,27in 4K Gaming Monitor,1.0,389.99,04/13/19,855 Lake St, Los Angeles, CA 90001,389.99
5224,181581,Macbook Pro Laptop,1.0,1700.0,04/10/19,768 Forest St, Boston, MA 02215,1700.0
5225,181582,AA Batteries (4-pack),1.0,3.84,04/10/19,977 Lake St, New York City, NY 10001,3.84
5226,181583,27in 4K Gaming Monitor,1.0,389.99,04/18/19,236 Main St, San Francisco, CA 94016,389.99
5227,181584,Wired Headphones,1.0,11.99,04/07/19,901 8th St, New York City, NY 10001,11.99
5228,181585,AA Batteries (4-pack),1.0,3.84,04/14/19,940 West St, Dallas, TX 75001,3.84
5229,181586,Bose SoundSport Headphones,1.0,99.99,04/02/19,761 Lincoln St, Seattle, WA 98101,99.99
5230,181587,27in FHD Monitor,1.0,149.99,04/26/19,412 Lake St, New York City, NY 10001,149.99
5231,181588,Lightning Charging Cable,1.0,14.95,04/15/19,615 Cherry St, Boston, MA 02215,14.95
5232,181589,iPhone,1.0,700.0,04/25/19,554 9th St, Los Angeles, CA 90001,700.0
5233,181590,iPhone,1.0,700.0,04/21/19,608 River St, Los Angeles, CA 90001,700.0
5234,181591,Google Phone,1.0,600.0,04/17/19,539 Walnut St, Los Angeles, CA 90001,600.0
5235,181592,AA Batteries (4-pack),2.0,3.84,04/25/19,417 Wilson St, San Francisco, CA 94016,7.68
5236,181593,Lightning Charging Cable,1.0,14.95,04/07/19,554 Wilson St, Portland, OR 97035,14.95
5237,181594,Wired Headphones,1.0,11.99,04/11/19,570 Maple St, San Francisco, CA 94016,11.99
5238,181595,Apple Airpods Headphones,1.0,150.0,04/04/19,644 8th St, San Francisco, CA 94016,150.0
5239,181596,Apple Airpods Headphones,1.0,150.0,04/05/19,928 Main St, Los Angeles, CA 90001,150.0
5240,181597,Wired Headphones,1.0,11.99,04/04/19,748 Cedar St, Los Angeles, CA 90001,11.99
5241,181598,AA Batteries (4-pack),1.0,3.84,04/22/19,315 Church St, Los Angeles, CA 90001,3.84
5242,181599,USB-C Charging Cable,2.0,11.95,04/02/19,257 Cedar St, Los Angeles, CA 90001,23.9
5243,181600,AA Batteries (4-pack),1.0,3.84,04/02/19,183 Chestnut St, Dallas, TX 75001,3.84
5244,181601,Wired Headphones,1.0,11.99,04/24/19,431 Jackson St, Dallas, TX 75001,11.99
5245,181602,Google Phone,1.0,600.0,04/22/19,518 Hill St, Seattle, WA 98101,600.0
5246,181603,Wired Headphones,1.0,11.99,04/24/19,10 9th St, Seattle, WA 98101,11.99
5247,181604,34in Ultrawide Monitor,1.0,379.99,04/11/19,9 Johnson St, San Francisco, CA 94016,379.99
5248,181605,USB-C Charging Cable,1.0,11.95,04/09/19,734 Lincoln St, Atlanta, GA 30301,11.95
5249,181606,34in Ultrawide Monitor,1.0,379.99,04/29/19,439 Lakeview St, Portland, OR 97035,379.99
5250,181607,iPhone,1.0,700.0,04/24/19,665 12th St, San Francisco, CA 94016,700.0
5251,181608,27in FHD Monitor,1.0,149.99,04/06/19,684 Spruce St, San Francisco, CA 94016,149.99
5252,181609,Wired Headphones,1.0,11.99,04/18/19,786 6th St, Los Angeles, CA 90001,11.99
5253,181610,USB-C Charging Cable,1.0,11.95,04/11/19,522 4th St, Boston, MA 02215,11.95
5254,181611,Google Phone,1.0,600.0,04/17/19,240 Lakeview St, Portland, OR 97035,600.0
5255,181612,Lightning Charging Cable,2.0,14.95,04/07/19,445 Washington St, Boston, MA 02215,29.9
5256,181613,USB-C Charging Cable,1.0,11.95,04/19/19,715 14th St, New York City, NY 10001,11.95
5257,181614,Vareebadd Phone,1.0,400.0,04/19/19,629 13th St, Los Angeles, CA 90001,400.0
5258,181615,AAA Batteries (4-pack),1.0,2.99,04/16/19,548 10th St, Boston, MA 02215,2.99
5259,181616,Lightning Charging Cable,1.0,14.95,04/08/19,215 Dogwood St, Atlanta, GA 30301,14.95
5260,181617,Apple Airpods Headphones,1.0,150.0,04/08/19,845 4th St, San Francisco, CA 94016,150.0
5261,181618,ThinkPad Laptop,1.0,999.99,04/30/19,566 Cherry St, San Francisco, CA 94016,999.99
5262,181619,Wired Headphones,1.0,11.99,04/22/19,936 Center St, San Francisco, CA 94016,11.99
5263,181620,27in FHD Monitor,1.0,149.99,04/14/19,405 Hickory St, Austin, TX 73301,149.99
5264,181621,Wired Headphones,1.0,11.99,04/24/19,968 2nd St, Dallas, TX 75001,11.99
5265,181622,AA Batteries (4-pack),1.0,3.84,04/16/19,56 Lincoln St, Austin, TX 73301,3.84
5266,181623,AAA Batteries (4-pack),1.0,2.99,04/23/19,748 14th St, Portland, ME 04101,2.99
5267,181624,AA Batteries (4-pack),2.0,3.84,04/08/19,361 Jefferson St, San Francisco, CA 94016,7.68
5268,181625,Lightning Charging Cable,1.0,14.95,04/17/19,462 5th St, San Francisco, CA 94016,14.95
5269,181626,Bose SoundSport Headphones,1.0,99.99,04/06/19,305 Lake St, New York City, NY 10001,99.99
5270,181627,Apple Airpods Headphones,1.0,150.0,04/15/19,790 Lakeview St, Atlanta, GA 30301,150.0
5271,181628,AAA Batteries (4-pack),1.0,2.99,04/25/19,177 Johnson St, Boston, MA 02215,2.99
5272,181629,27in FHD Monitor,1.0,149.99,04/11/19,755 Walnut St, Atlanta, GA 30301,149.99
5273,181630,Wired Headphones,1.0,11.99,04/11/19,964 Church St, San Francisco, CA 94016,11.99
5274,181631,AAA Batteries (4-pack),1.0,2.99,04/07/19,319 Meadow St, New York City, NY 10001,2.99
5275,181632,Apple Airpods Headphones,1.0,150.0,04/25/19,569 11th St, San Francisco, CA 94016,150.0
5276,181633,AA Batteries (4-pack),1.0,3.84,04/20/19,921 Johnson St, Seattle, WA 98101,3.84
5277,181634,27in 4K Gaming Monitor,1.0,389.99,04/10/19,919 Elm St, San Francisco, CA 94016,389.99
5278,181635,Bose SoundSport Headphones,1.0,99.99,04/18/19,245 Walnut St, San Francisco, CA 94016,99.99
5279,181636,Wired Headphones,1.0,11.99,04/16/19,491 West St, San Francisco, CA 94016,11.99
5280,181637,AAA Batteries (4-pack),3.0,2.99,04/15/19,482 Dogwood St, Atlanta, GA 30301,8.97
5281,181638,Apple Airpods Headphones,1.0,150.0,04/21/19,181 Cedar St, Los Angeles, CA 90001,150.0
5282,181639,Macbook Pro Laptop,1.0,1700.0,04/07/19,78 Dogwood St, Boston, MA 02215,1700.0
5283,181640,USB-C Charging Cable,1.0,11.95,04/15/19,629 Pine St, Los Angeles, CA 90001,11.95
5284,181641,Macbook Pro Laptop,1.0,1700.0,04/08/19,352 West St, San Francisco, CA 94016,1700.0
5285,181642,AA Batteries (4-pack),4.0,3.84,04/01/19,695 12th St, San Francisco, CA 94016,15.36
5286,181643,Bose SoundSport Headphones,1.0,99.99,04/13/19,921 Forest St, Atlanta, GA 30301,99.99
5287,181644,Apple Airpods Headphones,1.0,150.0,04/26/19,532 1st St, San Francisco, CA 94016,150.0
5288,181645,Apple Airpods Headphones,1.0,150.0,05/01/19,514 2nd St, Los Angeles, CA 90001,150.0
5289,181646,Google Phone,1.0,600.0,04/19/19,863 Main St, Dallas, TX 75001,600.0
5290,181647,iPhone,1.0,700.0,04/09/19,524 8th St, New York City, NY 10001,700.0
5291,181648,20in Monitor,1.0,109.99,04/29/19,583 9th St, San Francisco, CA 94016,109.99
5292,181649,Flatscreen TV,1.0,300.0,04/28/19,897 Wilson St, Los Angeles, CA 90001,300.0
5293,181650,AA Batteries (4-pack),1.0,3.84,04/25/19,399 Hill St, Los Angeles, CA 90001,3.84
5294,181651,AA Batteries (4-pack),2.0,3.84,04/05/19,995 Johnson St, Los Angeles, CA 90001,7.68
5295,181652,iPhone,1.0,700.0,04/18/19,427 9th St, San Francisco, CA 94016,700.0
5296,181653,AAA Batteries (4-pack),2.0,2.99,04/21/19,2 Sunset St, Portland, OR 97035,5.98
5297,181654,Wired Headphones,1.0,11.99,04/21/19,723 14th St, San Francisco, CA 94016,11.99
5298,181655,USB-C Charging Cable,1.0,11.95,04/11/19,430 Jefferson St, New York City, NY 10001,11.95
5299,181656,Apple Airpods Headphones,1.0,150.0,04/09/19,557 Chestnut St, New York City, NY 10001,150.0
5300,181657,AA Batteries (4-pack),1.0,3.84,04/26/19,596 Hickory St, Seattle, WA 98101,3.84
5301,181658,Apple Airpods Headphones,1.0,150.0,04/15/19,564 South St, Dallas, TX 75001,150.0
5302,181659,ThinkPad Laptop,1.0,999.99,04/03/19,325 Jefferson St, San Francisco, CA 94016,999.99
5303,181660,AAA Batteries (4-pack),1.0,2.99,04/14/19,526 Main St, Boston, MA 02215,2.99
5304,181660,Bose SoundSport Headphones,1.0,99.99,04/14/19,526 Main St, Boston, MA 02215,99.99
5305,181661,Bose SoundSport Headphones,1.0,99.99,04/05/19,904 Ridge St, Boston, MA 02215,99.99
5306,181662,ThinkPad Laptop,1.0,999.99,04/07/19,795 5th St, Los Angeles, CA 90001,999.99
5307,181663,iPhone,1.0,700.0,04/04/19,828 North St, New York City, NY 10001,700.0
5308,181664,iPhone,1.0,700.0,04/29/19,926 Maple St, Austin, TX 73301,700.0
5309,181665,ThinkPad Laptop,1.0,999.99,04/02/19,101 Jefferson St, Los Angeles, CA 90001,999.99
5310,181666,AA Batteries (4-pack),1.0,3.84,04/01/19,349 Jackson St, Seattle, WA 98101,3.84
5311,181667,USB-C Charging Cable,1.0,11.95,04/21/19,763 Lakeview St, Dallas, TX 75001,11.95
5312,181668,27in FHD Monitor,1.0,149.99,04/13/19,397 Forest St, Portland, OR 97035,149.99
5313,181669,LG Dryer,1.0,600.0,04/04/19,41 11th St, Atlanta, GA 30301,600.0
5314,181670,Lightning Charging Cable,1.0,14.95,04/14/19,189 1st St, Seattle, WA 98101,14.95
5315,181671,Apple Airpods Headphones,1.0,150.0,04/05/19,743 Willow St, Los Angeles, CA 90001,150.0
5316,181672,AAA Batteries (4-pack),2.0,2.99,04/27/19,647 Spruce St, Austin, TX 73301,5.98
5317,181673,ThinkPad Laptop,1.0,999.99,04/17/19,78 Dogwood St, New York City, NY 10001,999.99
5318,181674,Lightning Charging Cable,1.0,14.95,04/04/19,758 5th St, Los Angeles, CA 90001,14.95
5319,181675,27in FHD Monitor,1.0,149.99,04/25/19,120 Pine St, New York City, NY 10001,149.99
5320,181676,Wired Headphones,1.0,11.99,04/04/19,36 12th St, San Francisco, CA 94016,11.99
5321,181677,Wired Headphones,2.0,11.99,04/12/19,833 Lincoln St, New York City, NY 10001,23.98
5322,181678,AAA Batteries (4-pack),1.0,2.99,04/28/19,31 South St, Los Angeles, CA 90001,2.99
5323,181679,Apple Airpods Headphones,1.0,150.0,04/17/19,495 9th St, New York City, NY 10001,150.0
5324,181680,AA Batteries (4-pack),1.0,3.84,04/24/19,123 West St, Dallas, TX 75001,3.84
5325,181681,Apple Airpods Headphones,1.0,150.0,04/23/19,635 Highland St, Los Angeles, CA 90001,150.0
5326,181682,Wired Headphones,1.0,11.99,04/16/19,550 Park St, Los Angeles, CA 90001,11.99
5327,181683,Google Phone,1.0,600.0,04/26/19,493 Jackson St, Boston, MA 02215,600.0
5328,181684,AAA Batteries (4-pack),1.0,2.99,04/14/19,134 8th St, San Francisco, CA 94016,2.99
5329,181685,Lightning Charging Cable,1.0,14.95,04/21/19,798 Madison St, Austin, TX 73301,14.95
5330,181686,Apple Airpods Headphones,1.0,150.0,04/28/19,123 Walnut St, New York City, NY 10001,150.0
5331,181687,iPhone,1.0,700.0,04/02/19,761 Elm St, Seattle, WA 98101,700.0
5332,181688,ThinkPad Laptop,1.0,999.99,05/01/19,123 4th St, San Francisco, CA 94016,999.99
5333,181689,Wired Headphones,1.0,11.99,04/02/19,5 Madison St, Dallas, TX 75001,11.99
5334,181690,Lightning Charging Cable,1.0,14.95,04/23/19,990 2nd St, San Francisco, CA 94016,14.95
5335,181691,iPhone,1.0,700.0,04/09/19,179 Highland St, San Francisco, CA 94016,700.0
5336,181692,USB-C Charging Cable,1.0,11.95,04/03/19,398 North St, Portland, OR 97035,11.95
5337,181693,USB-C Charging Cable,1.0,11.95,04/18/19,743 9th St, Seattle, WA 98101,11.95
5338,181694,34in Ultrawide Monitor,1.0,379.99,04/27/19,205 10th St, Austin, TX 73301,379.99
5339,181695,USB-C Charging Cable,1.0,11.95,04/14/19,306 Sunset St, Atlanta, GA 30301,11.95
5340,181696,AAA Batteries (4-pack),2.0,2.99,04/02/19,728 7th St, Dallas, TX 75001,5.98
5341,181697,Google Phone,1.0,600.0,04/08/19,834 Cherry St, San Francisco, CA 94016,600.0
5342,181697,USB-C Charging Cable,1.0,11.95,04/08/19,834 Cherry St, San Francisco, CA 94016,11.95
5343,181698,Lightning Charging Cable,1.0,14.95,04/09/19,412 Lakeview St, San Francisco, CA 94016,14.95
5344,181699,Wired Headphones,1.0,11.99,04/26/19,397 Washington St, San Francisco, CA 94016,11.99
5345,181700,20in Monitor,1.0,109.99,04/04/19,88 Main St, Austin, TX 73301,109.99
5346,181701,AAA Batteries (4-pack),1.0,2.99,04/05/19,657 Chestnut St, Boston, MA 02215,2.99
5347,181702,Lightning Charging Cable,3.0,14.95,04/26/19,984 South St, San Francisco, CA 94016,44.849999999999994
5348,181703,Wired Headphones,1.0,11.99,04/16/19,171 Dogwood St, New York City, NY 10001,11.99
5349,181704,AA Batteries (4-pack),2.0,3.84,04/29/19,367 Adams St, New York City, NY 10001,7.68
5350,181705,20in Monitor,1.0,109.99,04/06/19,12 Forest St, Los Angeles, CA 90001,109.99
5351,181706,20in Monitor,1.0,109.99,04/07/19,84 7th St, San Francisco, CA 94016,109.99
5352,181707,Lightning Charging Cable,2.0,14.95,04/26/19,401 10th St, Seattle, WA 98101,29.9
5353,181708,Lightning Charging Cable,2.0,14.95,04/28/19,504 2nd St, San Francisco, CA 94016,29.9
5354,181709,AAA Batteries (4-pack),3.0,2.99,04/04/19,18 14th St, Portland, OR 97035,8.97
5355,181710,AA Batteries (4-pack),1.0,3.84,04/03/19,589 Cedar St, Los Angeles, CA 90001,3.84
5356,181711,34in Ultrawide Monitor,1.0,379.99,04/28/19,208 Washington St, San Francisco, CA 94016,379.99
5357,181712,Lightning Charging Cable,1.0,14.95,04/30/19,800 Sunset St, Dallas, TX 75001,14.95
5358,181713,Vareebadd Phone,1.0,400.0,04/07/19,920 13th St, San Francisco, CA 94016,400.0
5359,181714,USB-C Charging Cable,1.0,11.95,04/30/19,385 South St, Dallas, TX 75001,11.95
5360,181715,27in FHD Monitor,1.0,149.99,04/15/19,195 Wilson St, Boston, MA 02215,149.99
5361,181716,AA Batteries (4-pack),1.0,3.84,04/27/19,108 Washington St, Seattle, WA 98101,3.84
5362,181717,Flatscreen TV,1.0,300.0,04/29/19,175 Lake St, Los Angeles, CA 90001,300.0
5363,181718,AA Batteries (4-pack),1.0,3.84,04/01/19,869 Jefferson St, San Francisco, CA 94016,3.84
5364,181719,Lightning Charging Cable,1.0,14.95,04/08/19,671 11th St, Boston, MA 02215,14.95
5365,181720,Wired Headphones,1.0,11.99,04/25/19,601 Washington St, New York City, NY 10001,11.99
5366,181721,27in 4K Gaming Monitor,1.0,389.99,04/19/19,631 South St, New York City, NY 10001,389.99
5367,181722,USB-C Charging Cable,1.0,11.95,04/10/19,201 11th St, Atlanta, GA 30301,11.95
5368,181723,Lightning Charging Cable,1.0,14.95,04/26/19,776 Maple St, New York City, NY 10001,14.95
5369,181724,iPhone,1.0,700.0,04/12/19,691 13th St, Dallas, TX 75001,700.0
5370,181725,iPhone,1.0,700.0,04/05/19,292 Dogwood St, Los Angeles, CA 90001,700.0
5371,181726,Apple Airpods Headphones,1.0,150.0,04/17/19,133 Chestnut St, Dallas, TX 75001,150.0
5372,181727,AAA Batteries (4-pack),1.0,2.99,04/03/19,894 Cedar St, Los Angeles, CA 90001,2.99
5373,181728,Apple Airpods Headphones,1.0,150.0,04/21/19,926 North St, Portland, OR 97035,150.0
5374,181729,Apple Airpods Headphones,1.0,150.0,04/05/19,940 Maple St, Seattle, WA 98101,150.0
5375,181730,Wired Headphones,1.0,11.99,04/03/19,111 7th St, Seattle, WA 98101,11.99
5376,181731,ThinkPad Laptop,1.0,999.99,04/01/19,222 North St, New York City, NY 10001,999.99
5377,181732,Lightning Charging Cable,1.0,14.95,04/14/19,471 4th St, Dallas, TX 75001,14.95
5378,181733,Lightning Charging Cable,1.0,14.95,04/27/19,186 Main St, San Francisco, CA 94016,14.95
5379,181734,Wired Headphones,1.0,11.99,04/01/19,822 Willow St, San Francisco, CA 94016,11.99
5380,181735,iPhone,1.0,700.0,04/03/19,637 4th St, Dallas, TX 75001,700.0
5381,181736,iPhone,1.0,700.0,04/29/19,119 Chestnut St, Portland, ME 04101,700.0
5382,181737,Lightning Charging Cable,1.0,14.95,04/11/19,615 2nd St, Los Angeles, CA 90001,14.95
5383,181738,Bose SoundSport Headphones,1.0,99.99,04/09/19,398 5th St, Dallas, TX 75001,99.99
5384,181739,USB-C Charging Cable,1.0,11.95,04/26/19,443 Elm St, Portland, ME 04101,11.95
5385,181740,ThinkPad Laptop,1.0,999.99,04/10/19,570 7th St, San Francisco, CA 94016,999.99
5386,181741,27in FHD Monitor,1.0,149.99,04/06/19,792 West St, San Francisco, CA 94016,149.99
5387,181742,AA Batteries (4-pack),1.0,3.84,04/09/19,955 Main St, Austin, TX 73301,3.84
5388,181743,AAA Batteries (4-pack),1.0,2.99,04/26/19,411 Church St, New York City, NY 10001,2.99
5389,181744,AA Batteries (4-pack),1.0,3.84,04/28/19,613 7th St, Los Angeles, CA 90001,3.84
5390,181745,Apple Airpods Headphones,1.0,150.0,04/14/19,901 North St, Dallas, TX 75001,150.0
5391,181746,Wired Headphones,1.0,11.99,04/14/19,644 6th St, New York City, NY 10001,11.99
5392,181747,LG Dryer,1.0,600.0,04/19/19,874 Forest St, Dallas, TX 75001,600.0
5393,181748,Wired Headphones,1.0,11.99,04/11/19,241 Spruce St, Seattle, WA 98101,11.99
5394,181749,Vareebadd Phone,1.0,400.0,04/29/19,882 12th St, Dallas, TX 75001,400.0
5395,181750,USB-C Charging Cable,1.0,11.95,04/08/19,363 Pine St, Boston, MA 02215,11.95
5396,181751,Flatscreen TV,1.0,300.0,04/27/19,709 Sunset St, Atlanta, GA 30301,300.0
5397,181752,Flatscreen TV,1.0,300.0,04/06/19,631 Church St, Los Angeles, CA 90001,300.0
5398,181753,AA Batteries (4-pack),2.0,3.84,04/16/19,202 South St, Austin, TX 73301,7.68
5399,181754,Google Phone,1.0,600.0,04/30/19,479 Madison St, Boston, MA 02215,600.0
5400,181755,AA Batteries (4-pack),1.0,3.84,04/06/19,887 14th St, San Francisco, CA 94016,3.84
5401,181756,AAA Batteries (4-pack),1.0,2.99,04/18/19,663 Spruce St, Dallas, TX 75001,2.99
5402,181757,Wired Headphones,1.0,11.99,04/19/19,24 Dogwood St, New York City, NY 10001,11.99
5403,181758,Lightning Charging Cable,1.0,14.95,04/16/19,68 13th St, Los Angeles, CA 90001,14.95
5404,181759,USB-C Charging Cable,1.0,11.95,04/29/19,641 Wilson St, San Francisco, CA 94016,11.95
5405,181760,Bose SoundSport Headphones,1.0,99.99,04/21/19,558 Hickory St, Los Angeles, CA 90001,99.99
5406,181761,USB-C Charging Cable,2.0,11.95,04/01/19,434 8th St, Los Angeles, CA 90001,23.9
5407,181762,Vareebadd Phone,1.0,400.0,04/15/19,290 Cherry St, Austin, TX 73301,400.0
5408,181763,27in FHD Monitor,1.0,149.99,04/21/19,558 Main St, New York City, NY 10001,149.99
5409,181764,27in FHD Monitor,1.0,149.99,04/11/19,912 South St, San Francisco, CA 94016,149.99
5410,181765,Lightning Charging Cable,1.0,14.95,04/08/19,530 West St, Dallas, TX 75001,14.95
5411,181766,Apple Airpods Headphones,1.0,150.0,04/15/19,445 Jackson St, Seattle, WA 98101,150.0
5412,181767,Lightning Charging Cable,1.0,14.95,04/05/19,961 Jefferson St, Dallas, TX 75001,14.95
5413,181768,Macbook Pro Laptop,1.0,1700.0,04/15/19,450 Ridge St, San Francisco, CA 94016,1700.0
5414,181769,USB-C Charging Cable,1.0,11.95,04/05/19,628 Lakeview St, Austin, TX 73301,11.95
5415,181770,34in Ultrawide Monitor,1.0,379.99,04/24/19,612 Dogwood St, San Francisco, CA 94016,379.99
5416,181771,USB-C Charging Cable,1.0,11.95,04/15/19,178 Jefferson St, Atlanta, GA 30301,11.95
5417,181772,AAA Batteries (4-pack),2.0,2.99,04/19/19,874 South St, Portland, ME 04101,5.98
5418,181773,Apple Airpods Headphones,1.0,150.0,04/26/19,919 1st St, Atlanta, GA 30301,150.0
5419,181774,Wired Headphones,1.0,11.99,04/29/19,926 West St, San Francisco, CA 94016,11.99
5420,181775,AA Batteries (4-pack),1.0,3.84,04/30/19,679 Church St, New York City, NY 10001,3.84
5421,181776,AAA Batteries (4-pack),2.0,2.99,04/30/19,891 North St, San Francisco, CA 94016,5.98
5422,181777,Bose SoundSport Headphones,1.0,99.99,04/12/19,255 Cherry St, Atlanta, GA 30301,99.99
5423,181778,Bose SoundSport Headphones,1.0,99.99,04/09/19,465 Johnson St, New York City, NY 10001,99.99
5424,181779,Lightning Charging Cable,1.0,14.95,04/15/19,31 Wilson St, Dallas, TX 75001,14.95
5425,181780,Apple Airpods Headphones,1.0,150.0,04/21/19,728 Spruce St, San Francisco, CA 94016,150.0
5426,181781,Lightning Charging Cable,1.0,14.95,04/08/19,399 Washington St, Portland, OR 97035,14.95
5427,181782,AAA Batteries (4-pack),1.0,2.99,04/25/19,35 4th St, San Francisco, CA 94016,2.99
5428,181783,Bose SoundSport Headphones,1.0,99.99,04/19/19,832 Elm St, San Francisco, CA 94016,99.99
5429,181784,USB-C Charging Cable,1.0,11.95,04/09/19,358 11th St, San Francisco, CA 94016,11.95
5430,181785,27in 4K Gaming Monitor,1.0,389.99,04/27/19,990 Forest St, San Francisco, CA 94016,389.99
5431,181786,USB-C Charging Cable,2.0,11.95,04/03/19,837 Jackson St, San Francisco, CA 94016,23.9
5432,181787,AA Batteries (4-pack),1.0,3.84,04/05/19,708 Lincoln St, Seattle, WA 98101,3.84
5433,181788,27in 4K Gaming Monitor,1.0,389.99,04/06/19,887 Pine St, New York City, NY 10001,389.99
5434,181789,ThinkPad Laptop,1.0,999.99,04/29/19,218 Wilson St, Dallas, TX 75001,999.99
5435,181790,AA Batteries (4-pack),1.0,3.84,04/03/19,7 12th St, Portland, OR 97035,3.84
5436,181791,AA Batteries (4-pack),1.0,3.84,04/16/19,522 Cedar St, New York City, NY 10001,3.84
5437,181792,Wired Headphones,1.0,11.99,04/16/19,752 Pine St, New York City, NY 10001,11.99
5438,181793,Apple Airpods Headphones,1.0,150.0,04/06/19,272 Lakeview St, San Francisco, CA 94016,150.0
5439,181794,27in 4K Gaming Monitor,1.0,389.99,04/14/19,892 9th St, San Francisco, CA 94016,389.99
5440,181795,USB-C Charging Cable,1.0,11.95,04/02/19,727 Cherry St, Los Angeles, CA 90001,11.95
5441,181796,20in Monitor,1.0,109.99,04/24/19,346 Pine St, New York City, NY 10001,109.99
5442,181797,27in FHD Monitor,1.0,149.99,04/09/19,147 Cedar St, Austin, TX 73301,149.99
5443,181798,AA Batteries (4-pack),1.0,3.84,04/12/19,642 Hill St, Atlanta, GA 30301,3.84
5444,181799,Lightning Charging Cable,1.0,14.95,04/02/19,602 Cedar St, Boston, MA 02215,14.95
5445,181800,Bose SoundSport Headphones,1.0,99.99,04/02/19,950 Center St, Los Angeles, CA 90001,99.99
5446,181801,AA Batteries (4-pack),1.0,3.84,04/12/19,60 Forest St, New York City, NY 10001,3.84
5447,181802,AA Batteries (4-pack),2.0,3.84,04/27/19,861 Hill St, Atlanta, GA 30301,7.68
5448,181803,Bose SoundSport Headphones,1.0,99.99,04/04/19,100 Hill St, San Francisco, CA 94016,99.99
5449,181804,27in FHD Monitor,1.0,149.99,04/15/19,701 Park St, Boston, MA 02215,149.99
5450,181805,USB-C Charging Cable,1.0,11.95,04/15/19,996 Lakeview St, Boston, MA 02215,11.95
5451,181806,USB-C Charging Cable,1.0,11.95,04/14/19,8 7th St, New York City, NY 10001,11.95
5452,181807,iPhone,1.0,700.0,04/07/19,73 South St, San Francisco, CA 94016,700.0
5453,181807,Lightning Charging Cable,2.0,14.95,04/07/19,73 South St, San Francisco, CA 94016,29.9
5454,181808,27in FHD Monitor,1.0,149.99,04/03/19,343 Lakeview St, New York City, NY 10001,149.99
5455,181809,AA Batteries (4-pack),1.0,3.84,04/29/19,351 8th St, New York City, NY 10001,3.84
5456,181810,AA Batteries (4-pack),3.0,3.84,04/09/19,416 8th St, Dallas, TX 75001,11.52
